Human gene name,Gene name
PRAMEF25,C130073F10Rik
PRAMEF6,C130073F10Rik
PRAMEF18,C130073F10Rik
LGALS3,Lgals3
PRAMEF5,Gm12800
PRAMEF15,Gm12800
PRAMEF12,Gm12800
PRAMEF20,Gm12800
PRAMEF19,Gm12800
PRAMEF11,Gm12800
PRAMEF8,Gm12800
PRAMEF13,Gm12800
PRAMEF2,Gm12800
PRAMEF33,Gm12800
PRAMEF1,Gm12800
PRAMEF10,Gm12800
PRAMEF4,Gm12800
PRAMEF17,Gm12800
PRAMEF7,Gm12800
PRAMEF27,Gm12800
PRAMEF26,Gm12800
PRAMEF14,Gm12800
PRAMEF9,Gm12800
PRAMEF25,Gm12800
PRAMEF6,Gm12800
PRAMEF18,Gm12800
TNF,Tnf
ERCC8,Ercc8
GABRG1,Gabrg1
IP6K2,Ip6k2
MAN2A2,Man2a2
VIP,Vip
AGGF1,Aggf1
AC008581.2,Aggf1
CCT7,Cct7
OSBPL11,Osbpl11
UBP1,Ubp1
TSPAN31,Tspan31
HNRNPDL,Hnrnpdl
ARMC8,Armc8
HAVCR1,Gm12169
MAST3,Mast3
PEX11G,Pex11g
LTA,Lta
SEMA4A,Sema4a
NPPC,Nppc
EIF3B,Eif3b
PES1,Pes1
USP9X,Usp9x
ZNF639,Zfp639
STX3,Stx3
PSPH,Psph
C2orf78,4930433I11Rik
APLF,Aplf
PRAMEF5,Gm12794
PRAMEF15,Gm12794
PRAMEF12,Gm12794
PRAMEF20,Gm12794
PRAMEF19,Gm12794
PRAMEF11,Gm12794
PRAMEF8,Gm12794
PRAMEF13,Gm12794
PRAMEF2,Gm12794
PRAMEF33,Gm12794
PRAMEF1,Gm12794
PRAMEF10,Gm12794
PRAMEF4,Gm12794
PRAMEF17,Gm12794
PRAMEF7,Gm12794
PRAMEF27,Gm12794
PRAMEF26,Gm12794
PRAMEF14,Gm12794
PRAMEF9,Gm12794
PRAMEF25,Gm12794
PRAMEF6,Gm12794
PRAMEF18,Gm12794
PRAMEF5,Gm12790
PRAMEF15,Gm12790
PRAMEF12,Gm12790
PRAMEF20,Gm12790
PRAMEF19,Gm12790
PRAMEF11,Gm12790
PRAMEF8,Gm12790
PRAMEF13,Gm12790
PRAMEF2,Gm12790
PRAMEF33,Gm12790
PRAMEF1,Gm12790
PRAMEF10,Gm12790
PRAMEF4,Gm12790
PRAMEF17,Gm12790
PRAMEF7,Gm12790
PRAMEF27,Gm12790
PRAMEF26,Gm12790
PRAMEF14,Gm12790
PRAMEF9,Gm12790
PRAMEF25,Gm12790
PRAMEF6,Gm12790
PRAMEF18,Gm12790
UNG,Ung
CD8A,Cd8a
AP002884.3,Sdhd
SDHD,Sdhd
RPL11,Rpl11
BRCC3,Brcc3
ATP6V1G2,Atp6v1g2
ATP6V1G2-DDX39B,Atp6v1g2
CABLES1,Cables1
SNX4,Snx4
CGN,Cgn
IL15RA,Il15ra
SLC44A3,Slc44a3
KLHL41,Klhl41
KLF6,Klf6
NFKBIL1,Nfkbil1
CATSPER3,Catsper3
A1CF,A1cf
CCT6A,Cct6a
HAVCR1,BC053393
CLDN15,Cldn15
HINFP,Hinfp
ITGA2,Itga2
CYB561A3,Cyb561a3
PLA2R1,Pla2r1
FBXO5,Fbxo5
HDDC3,Hddc3
PRDM12,Prdm12
AC027237.1,Kif23
RBMS2,Rbms2
UNC5CL,Unc5cl
NEK1,Nek1
PIH1D2,Pih1d2
BHMT,Gm5096
CFLAR,Cflar
GSPT1,Gspt1
DDR1,Ddr1
LMNTD1,Lmntd1
GPR83,Gpr83
GRAMD2A,Gramd2
CCDC172,Ccdc172
BSDC1,Bsdc1
CD38,Cd38
TSEN15,Tsen15
SYCP3,Gm20931
PIN1,Pin1rt1
EIF2B1,Eif2b1
VEZT,Vezt
PRAMEF5,Gm12789
PRAMEF15,Gm12789
PRAMEF12,Gm12789
PRAMEF20,Gm12789
PRAMEF19,Gm12789
PRAMEF11,Gm12789
PRAMEF8,Gm12789
PRAMEF13,Gm12789
PRAMEF2,Gm12789
PRAMEF33,Gm12789
PRAMEF1,Gm12789
PRAMEF10,Gm12789
PRAMEF4,Gm12789
PRAMEF17,Gm12789
PRAMEF7,Gm12789
PRAMEF27,Gm12789
PRAMEF26,Gm12789
PRAMEF14,Gm12789
PRAMEF9,Gm12789
PRAMEF25,Gm12789
PRAMEF6,Gm12789
PRAMEF18,Gm12789
MYO5B,Myo5b
AC090227.1,Myo5b
ZSCAN10,Zscan10
STOML3,Stoml3
LRFN2,Lrfn2
NXPH4,Nxph4
TMEM138,Tmem138
MAX,Max
BRAF,Braf
PLEKHD1,Plekhd1
LRRC8C,Lrrc8c
PGBD5,Pgbd5
DEPDC7,Depdc7
HYOU1,Hyou1
TMEM186,Tmem186
TIMM8B,Timm8b
CARHSP1,Carhsp1
PCMTD1,Pcmtd1
LANCL3,Lancl3
DDB1,Ddb1
CRHBP,Crhbp
CPSF4,Cpsf4
ARMC6,Armc6
UBE2D1,Ube2d1
PMM2,Pmm2
RAP1B,Rap1b
COLGALT2,Colgalt2
TCP11,Tcp11
ELAVL1,Elavl1
CKLF,Cklf
CCDC177,Ccdc177
PQLC2,Pqlc2
DCP1A,Dcp1a
ABCA2,Abca2
DIS3L2,Dis3l2
ADCK2,Adck2
XK,Xk
GABRA2,Gabra2
PLK5,Plk5
PARG,Parg
BIRC2,Birc2
MSRA,Msra
SYT1,Syt1
SUGP2,Sugp2
KIAA0319,D130043K22Rik
RELN,Reln
BRD9,Brd9
MYADM,Myadm
SETD1B,Setd1b
POMC,Pomc
NDUFB2,Ndufb2
MICU3,Micu3
LRPPRC,Lrpprc
PRKCG,Prkcg
COX7B2,Cox7b2
RNF151,Rnf151
CISD1,Cisd1
VEGFC,Vegfc
GDF7,Gdf7
SPATA19,Spata19
S100Z,S100z
RAB14,Rab14
TSSK3,Tssk3
SYCP3,Gm21858
YWHAZ,Ywhaz
OCM2,Ocm
OCM,Ocm
FGF20,Fgf20
HELLS,Hells
F2RL1,F2rl1
AC005154.5,Ggct
GGCT,Ggct
TCF23,Tcf23
FIGN,Fign
ZNF781,Zfp84
FOXR2,Foxr2
HS1BP3,Hs1bp3
SOD2,Sod2
CENPW,Cenpw
CRYBA4,Cryba4
CMTM1,Cmtm1
CKLF-CMTM1,Cmtm1
SULT1A1,Sult3a1
SULT1A2,Sult3a1
SULT1A4,Sult3a1
SULT1A3,Sult3a1
POLR3D,Polr3d
PNLIP,Pnlip
OSR2,Osr2
CMTM2,Cmtm2a
ATP9B,Atp9b
ARHGEF39,Arhgef39
ATP13A4,Atp13a4
TIAM1,Tiam1
EVX2,Evx2
ZFP30,Zfp30
TAS2R1,Tas2r119
STX11,Stx11
INIP,Inip
DNAJA3,Dnaja3
FREM2,Frem2
DZIP1,Dzip1
ZNF358,Zfp358
IL12RB1,Il12rb1
PKD1L1,Pkd1l1
RHPN1,Rhpn1
FRMD4A,Frmd4a
QSER1,Qser1
RPS6KA5,Rps6ka5
VN1R5,Vmn1r36
LMTK2,Lmtk2
DNASE1L2,Dnase1l2
KCNE5,Kcne1l
TUBA3D,Tuba3b
TUBA3C,Tuba3b
MEGF6,Megf6
DOK7,Dok7
ILDR1,Ildr1
RNF38,Rnf38
C2orf16,4932415D10Rik
LGALS12,Lgals12
COG2,Cog2
VN1R5,Vmn1r37
ZMYM1,Zmym1
TRPA1,Trpa1
TMEM241,Tmem241
SPATA4,Spata4
MRPL43,Mrpl43
CYP4F22,Cyp4f39
GPR31,Gpr31b
ASB5,Asb5
MOCS1,Mocs1
FBXO24,Fbxo24
PAPPA,Pappa
BCL11A,Bcl11a
MEI4,Mei4
RPGRIP1,Rpgrip1
HOXD13,Hoxd13
SYCP2L,Sycp2l
DMWD,Dmwd
ALDH5A1,Aldh5a1
SFPQ,Sfpq
UCHL1,Uchl1
PCOLCE,Pcolce
HOXD12,Hoxd12
DDX56,Ddx56
TGOLN2,Tgoln1
OR10D3,Olfr958
DSG1,Dsg1c
PHYHIP,Phyhip
MFAP1,Mfap1b
CHST12,Chst12
CRABP1,Crabp1
BHLHA15,Bhlha15
ID3,Id3
CORO7-PAM16,Coro7
CORO7,Coro7
CREB3L2,Creb3l2
RETSAT,Retsat
ZBTB34,Zbtb34
TMEM82,Tmem82
HOXD11,Hoxd11
GARS,Gars
ACYP1,Acyp1
TM2D2,Tm2d2
CACNG7,Cacng7
HOXD10,Hoxd10
ECT2L,Ect2l
MDFI,Mdfi
MYL2,Myl2
FUT8,Fut8
SLC6A15,Slc6a15
HLA-DMB,H2-DMb2
AL645941.2,H2-DMb2
FASTKD1,Fastkd1
SLC39A10,Slc39a10
BCS1L,Bcs1l
PPM1B,Ppm1b
AC013717.1,Ppm1b
ADAMTS13,Adamts13
CYP4F8,Cyp4f17
LZTR1,Lztr1
NEFL,Nefl
SUCLG2,Suclg2
VN1R5,Vmn1r38
SYCP3,Gm20916
MSLN,Msln
PTPN4,Ptpn4
SNX30,Snx30
ENOPH1,Enoph1
ZNF266,Zfp266
THY1,Thy1
ZBTB43,Zbtb43
THAP3,Thap3
MMP25,Mmp25
GRIFIN,Grifin
ANP32E,Anp32e
RBP1,Rbp1
CYBRD1,Cybrd1
VN1R5,Vmn1r39
AKT2,Akt2
UBE2J1,Ube2j1
ARRDC2,Arrdc2
SMAD2,Smad2
HOXD9,Hoxd9
GPRC6A,Gprc6a
STK17B,Stk17b
RRAGB,Rragb
NEFH,Nefh
E2F2,E2f2
FAM229A,Fam229a
ZC2HC1C,Zc2hc1c
CASP8,Casp8
ABCB9,Abcb9
CDH18,Cdh18
IREB2,Ireb2
SLIT1,Slit1
VASN,Vasn
LZTS2,Lzts2
PNP,Pnp
SSX2IP,Ssx2ip
VBP1,Vbp1
TPPP2,Tppp2
PIK3CD,Pik3cd
CRYBB1,Crybb1
RAPH1,Raph1
DBF4,Dbf4
LMO2,Lmo2
AP2M1,Ap2m1
RNASE13,Rnase13
SLC25A34,Slc25a34
HLA-DMB,H2-DMb1
AL645941.2,H2-DMb1
PHF13,Phf13
AGT,Agt
PNP,Pnp2
PDZD7,Pdzd7
NDST3,Ndst3
DSG1,Dsg1a
MFAP1,Mfap1a
SF3B5,Sf3b5
HPD,Hpd
GOLGA1,Golga1
PAFAH1B3,Pafah1b3
C1R,C1rb
SPACA4,Spaca4
FAM83E,Fam83e
C1S,C1s2
FBXO3,Fbxo3
CRX,Crx
ABL1,Abl1
EPHB1,Ephb1
COL9A1,Col9a1
CAPN9,Capn9
GABRB1,Gabrb1
C1S,C1s1
SUPT16H,Supt16
KRTAP10-11,Krtap4-16
KRTAP10-4,Krtap4-16
KRTAP4-2,Krtap4-16
KRTAP4-1,Krtap4-16
MARCH8,March8
RSPH4A,Rsph4a
CMTM2,Cmtm2b
PSMD9,Psmd9
AC069503.2,Psmd9
MTBP,Mtbp
CHRM3,Chrm3
PRRG4,Prrg4
PPP1R3D,Ppp1r3d
TNK2,Tnk2
RNF26,Rnf26
DSG1,Dsg1b
TGFBI,Tgfbi
UBIAD1,Ubiad1
PRR19,Prr19
NEU2,Neu2
DDX39B,Ddx39b
CYBB,Cybb
C1orf198,2310022B05Rik
GABRA4,Gabra4
RHOB,Rhob
VPS13B,Vps13b
USP2,Usp2
FAM217B,Fam217b
WDR76,Wdr76
TMEM52,Tmem52
IFI27L2,Ifi27l2b
SYCP3,Gm21760
MTFR1,Mtfr1
MCOLN1,Mcoln1
KRTAP10-11,Krtap9-5
KRTAP10-4,Krtap9-5
KRTAP9-1,Krtap9-5
ATXN7L1,Atxn7l1
NGEF,Ngef
CPSF2,Cpsf2
H2AFY,H2afy
ING3,Ing3
IFI27L2,Ifi27l2a
KRTAP29-1,Krtap29-1
OCRL,Ocrl
KRTAP16-1,Krtap16-1
LMTK3,Lmtk3
PHTF1,Phtf1
CCDC28A,Ccdc28a
TMEM145,Tmem145
NGDN,Ngdn
KRT33A,Krt33a
POGLUT2,Kdelc1
ILVBL,Ilvbl
EXOSC2,Exosc2
RAB39B,Rab39b
EPYC,Epyc
KLHL21,Klhl21
AKR1D1,Akr1d1
RPL24,Rpl24
CDH26,Cdh26
ZFYVE1,Zfyve1
HOXD3,Hoxd3
COX6C,Cox6c
PCBP1,Pcbp1
ITGBL1,Itgbl1
GABRR2,Gabrr2
CCER1,Ccer1
ZBTB11,Zbtb11
CD28,Cd28
HAVCR1,Timd2
ZBTB3,Zbtb3
HOXD4,Hoxd4
APP,App
DYNLT3,Dynlt3
ZNF274,Zfp110
LCN2,Lcn2
PCNP,Pcnp
SULT2B1,Sult2b1
PITX1,Pitx1
F2R,F2r
F3,F3
DSG4,Dsg4
SLC3A1,Slc3a1
MRPL13,Mrpl13
HOXD4,Gm28230
KRT33A,Krt33b
RASSF8,Rassf8
UFM1,Ufm1
PREPL,Prepl
TTC9C,Ttc9c
CNKSR3,Cnksr3
ASAH2,Asah2
ASAH2B,Asah2
KRT34,Krt34
TECPR2,Tecpr2
C2orf78,Gm4884
PLOD3,Plod3
HOXD8,Hoxd8
EMD,Emd
TMEM150C,Tmem150c
ZNF148,Zfp148
TEX30,Tex30
OPA1,Opa1
VPS36,Vps36
C12orf42,1700113H08Rik
MFN1,Mfn1
CLASRP,Clasrp
LFNG,Lfng
KRT33A,Krt31
SUSD5,Susd5
GNPDA1,Gnpda1
HYPM,Hypm
SYCP3,Gm21488
ISG15,Isg15
ABLIM3,Ablim3
BHLHE41,Bhlhe41
KRT32,Krt32
ATP5MF,Atp5j2
ALPL,Alpl
C2orf78,Gm5592
PERM1,Perm1
NRK,Nrk
TERF1,Terf1
BIRC3,Birc3
HUS1,Hus1
CMTM3,Cmtm3
DLG1,Dlg1
ANKRD27,Ankrd27
TRMT11,Trmt11
MED8,Med8
ZNHIT1,Znhit1
ZNF569,Zfp74
KRT35,Krt35
OPCML,Opcml
SNX27,Snx27
GPR155,Gpr155
ASCL1,Ascl1
NCKIPSD,Nckipsd
CDH4,Cdh4
TMEM177,Tmem177
KCNN1,Kcnn1
MARCKSL1,Marcksl1
PRSS48,Prss48
CACNG8,Cacng8
ITGA1,Itga1
RGL1,Rgl1
SH3D19,Sh3d19
MEX3D,Mex3d
RASGEF1C,Rasgef1c
GNAI2,Gnai2
BMPER,Bmper
AGAP2,Agap2
FLNC,Flnc
PDGFRA,Pdgfra
NXF5,Nxf7
NXF2,Nxf7
NXF2B,Nxf7
CCDC73,Ccdc73
SLC24A4,Slc24a4
GAL3ST1,Gal3st1
KRT36,Krt36
DLD,Dld
C1QTNF5,C1qtnf5
SOCS6,Socs6
AP1B1,Ap1b1
CNOT1,Cnot1
E4F1,E4f1
ACACB,Acacb
RIMS3,Rims3
INTS8,Ints8
PELO,Pelo
TBC1D8,Tbc1d8
NBEA,Nbea
BPIFA3,Bpifa3
SYTL5,Sytl5
KRT15,Krt15
SH3RF1,Sh3rf1
NXPE2,Nxpe2
EIF3M,Eif3m
HOMER3,Homer3
AC002985.1,Homer3
MFRP,Mfrp
KRT19,Krt19
LRRC8D,Lrrc8d
PSMB9,Psmb9
RNASE10,Rnase10
NLRP6,Nlrp6
NXPE4,Nxpe4
SLC46A2,Slc46a2
SCEL,Scel
THOC6,Thoc6
LRRC3,Lrrc3
ADK,Adk
PSMD11,Psmd11
DOCK11,Dock11
ELOVL2,Elovl2
SENP8,Senp8
MAGI3,Magi3
MTMR7,Mtmr7
TAP1,Tap1
EFCC1,Efcc1
TSC1,Tsc1
CYP4F8,Cyp4f16
ZNF8,Zfp128
WDFY3,Wdfy3
EXOC6B,Exoc6b
APOBEC4,Apobec4
DDX49,Ddx49
TRPC4,Trpc4
RNASE9,Rnase9
PGM3,Pgm3
ZBTB48,Zbtb48
RNF130,Rnf130
LRPAP1,Lrpap1
GP9,Gp9
FES,Fes
RNASE12,Rnase12
MEGF8,Megf8
OR6S1,Olfr750
CMTM4,Cmtm4
KRT9,Krt9
POU5F2,Pou5f2
CACNG6,Cacng6
TTC4,Ttc4
FAM172A,Fam172a
AL583836.1,Cyp2c55
CYP2C18,Cyp2c55
BSCL2,Bscl2
KRT14,Krt14
MAB21L1,Mab21l1
HCFC1R1,Hcfc1r1
CFAP221,Cfap221
TECPR1,Tecpr1
ARL5A,Arl5a
LMX1B,Lmx1b
TNFRSF12A,Tnfrsf12a
ELOVL1,Elovl1
DDX3X,Ddx3x
ADCY8,Adcy8
CNOT7,Cnot7
THEMIS,Themis
KRT16,Krt16
BCL2A1,Bcl2a1c
RGS19,Rgs19
HECW2,Hecw2
ZNF706,Zfp706
ACAA2,Acaa2
TMED4,Tmed4
DAAM2,Daam2
CCNE2,Ccne2
LSM14B,Lsm14b
TTYH3,Ttyh3
AKR7L,Akr7a5
IRAK1BP1,Irak1bp1
CACNB4,Cacnb4
AC068547.1,Cacnb4
GABRR1,Gabrr1
SH3TC2,Sh3tc2
RSBN1,Rsbn1
LIPG,Lipg
CELF1,Celf1
CTLA4,Ctla4
GNG12,Gng12
CDC20,Cdc20
SBSPON,Sbspon
KLHL17,Plekhn1
VPS37A,Vps37a
COMTD1,Comtd1
PAN2,Pan2
KRT17,Krt17
CAMKMT,Camkmt
CAPN1,Capn1
SETD7,Setd7
DDX1,Ddx1
ASAP3,Asap3
IER3,Ier3
PLEKHO1,Plekho1
SMPD4,Smpd4
ANG,Ang
ZNF394,Zkscan14
GNG3,Gng3
RING1,Ring1
CBR4,Cbr4
KLF8,Klf8
CRTAP,Crtap
VDAC2,Vdac2
HNRNPUL2,Hnrnpul2
HNRNPUL2-BSCL2,Hnrnpul2
RNASE4,Rnase4
CNFN,Cnfn
ARPC5,Arpc5
PAQR5,Paqr5
PSMA7,Psma7
CCDC124,Ccdc124
TBC1D9B,Tbc1d9b
BRMS1L,Brms1l
DOCK7,Dock7
ARL14,Arl14
BPIFA1,Bpifa1
GRB14,Grb14
NEK9,Nek9
SPATA1,Spata1
SLC5A5,Slc5a5
SCTR,Sctr
CXorf21,5430427O19Rik
SUN3,Sun3
GTF2H3,Gtf2h3
PTGES2,Ptges2
THSD1,Thsd1
UBQLN2,Ubqln2
EXO5,Exo5
REPIN1,Repin1
TTC13,Ttc13
UGP2,Ugp2
ABCD3,Abcd3
IFITM5,Ifitm5
PGP,Pgp
ZDHHC2,Zdhhc2
NSUN7,Nsun7
IFITM2,Ifitm2
IFITM1,Ifitm2
IFITM3,Ifitm2
SLC28A3,Slc28a3
C8orf89,4930444P10Rik
CA9,Car9
C7orf57,Gm11992
EVC2,Evc2
TARM1,Tarm1
POLR3H,Polr3h
KIF6,Kif6
NUP50,1700123L14Rik
SS18L1,Ss18l1
ZFP69,Zfp69
FANCL,Fancl
IFITM2,Ifitm1
IFITM1,Ifitm1
IFITM3,Ifitm1
ZSCAN22,Zscan22
DSG3,Dsg3
FHIT,Fhit
SMIM13,Smim13
HOXD1,Hoxd1
MAN2B2,Man2b2
CTBS,Ctbs
ADAM7,Adam7
ALYREF,Gm6763
TEX29,Tex29
APLN,Apln
PPIL6,Ppil6
CXCL17,Cxcl17
PLSCR4,Plscr4
EIF1,Eif1
TAS1R1,Tas1r1
ADRA2C,Adra2c
LKAAEAR1,Lkaaear1
TMED10,Tmed10
PSG3,Ceacam2
PSG2,Ceacam2
PSG11,Ceacam2
CEACAM3,Ceacam2
PSG4,Ceacam2
CEACAM5,Ceacam2
CEACAM8,Ceacam2
CEACAM6,Ceacam2
PSG6,Ceacam2
CEACAM7,Ceacam2
PSG8,Ceacam2
PSG7,Ceacam2
PSG1,Ceacam2
CEACAM1,Ceacam2
PSG9,Ceacam2
PSG5,Ceacam2
ACO2,Aco2
OS9,Os9
NR0B1,Nr0b1
ADRB2,Adrb2
BMP1,Bmp1
TMEM37,Tmem37
GLCE,Glce
IFITM2,Ifitm3
IFITM1,Ifitm3
IFITM3,Ifitm3
MAP2,Map2
HDAC1,Hdac1
ALYREF,Gm8764
THTPA,Thtpa
STK32B,Stk32b
ZNF195,2610021A01Rik
ZNF429,2610021A01Rik
GAST,Gast
PPM1L,Ppm1l
IFITM2,Ifitm6
IFITM1,Ifitm6
IFITM3,Ifitm6
PAH,Pah
TRAK2,Trak2
AP1G2,Ap1g2
SMAP2,Smap2
LGR5,Lgr5
HYKK,Hykk
THAP7,Thap7
VRK2,Vrk2
ALYREF,Gm21304
TOM1L2,Tom1l2
KLHL1,Klhl1
SYCP3,Gm28897
CNTN1,Cntn1
TRAM1L1,Tram1l1
RAB43,Rab43
ZNF608,Zfp608
GRIK4,Grik4
MPP3,Mpp3
P4HA1,P4ha1
PM20D2,Pm20d2
RNF25,Rnf25
MAFA,Mafa
PORCN,Porcn
HMX1,Hmx1
EFR3B,Efr3b
CMSS1,Cmss1
ZC3H3,Zc3h3
SPR,Spr
CELSR3,Celsr3
EDDM3B,Eddm3b
EDDM3A,Eddm3b
SYCP3,3830403N18Rik
TFDP2,Tfdp2
PLAC9,Gm9780
ISY1,Isy1
ISY1-RAB43,Isy1
FILIP1L,Filip1l
HTR4,Htr4
PLOD2,Plod2
MTX2,Mtx2
NSMCE3,1700020D05Rik
SERPINA7,Serpina7
TMEM254,Tmem254c
ZKSCAN5,Zkscan5
TAF1,Taf1
TAF1L,Taf1
CFL1,Cfl1
NCAPD2,Ncapd2
C18orf32,BC031181
PSG3,Ceacam1
PSG2,Ceacam1
PSG11,Ceacam1
CEACAM3,Ceacam1
PSG4,Ceacam1
CEACAM5,Ceacam1
CEACAM8,Ceacam1
CEACAM6,Ceacam1
PSG6,Ceacam1
CEACAM7,Ceacam1
PSG8,Ceacam1
PSG7,Ceacam1
PSG1,Ceacam1
CEACAM1,Ceacam1
PSG9,Ceacam1
PSG5,Ceacam1
CERS4,Cers4
UBL5,Ubl5
ABTB1,Abtb1
SNX32,Snx32
VLDLR,Vldlr
ZDHHC11B,Zdhhc11
ZDHHC11,Zdhhc11
AC026740.3,Zdhhc11
CYP4F8,Cyp4f37
B3GALNT1,B3galnt1
FOXP4,Foxp4
BCLAF1,Bclaf1
ABRA,Abra
FKBP5,Fkbp5
RNASE6,Rnase6
SLC5A6,Slc5a6
ZFP14,Zfp14
RINL,Rinl
FNTB,Fntb
CHURC1-FNTB,Fntb
ZFHX2,Zfhx2
SIX3,Six3
DBR1,Dbr1
SLC25A40,Slc25a40
FBXL12,Fbxl12
STT3A,Stt3a
MAGEB2,Mageb4
VWA5A,AW551984
BAIAP2L1,Baiap2l1
COLGALT1,Colgalt1
MAPKAPK3,Mapkapk3
OCIAD2,Ociad2
OSCAR,Oscar
UNC13A,Unc13a
LBR,Lbr
B4GALNT4,B4galnt4
ACP6,Acp6
SQSTM1,Sqstm1
CHURC1,Churc1
MTG2,Mtg2
CLIC3,Clic3
BRI3,Bri3
SPRYD4,Spryd4
WDR66,Wdr66
GLS2,Gls2
RAB15,Rab15
NCF2,Ncf2
BPIFA1,Bpifa5
VPS45,Vps45
ANO4,Ano4
FOXN4,Foxn4
DACH1,Dach1
HAP1,Hap1
ZNF566,Zfp566
VPS13A,Vps13a
GBP3,Gbp3
OPRL1,Oprl1
ZFP82,Zfp82
CYP4F2,Cyp4f40
PNLIPRP1,Pnliprp1
ZNF326,Zfp326
MRVI1,Mrvi1
CHD5,Chd5
ASTN2,Astn2
FGF14,Fgf14
GPX2,Gpx2
MBIP,Mbip
SLC52A2,Slc52a2
IGF1,Igf1
ULBP1,Ulbp1
ULBP2,Ulbp1
RAET1G,Ulbp1
ULBP3,Ulbp1
RAET1L,Ulbp1
ANKRD9,Ankrd9
SIX2,Six2
GGPS1,Ggps1
ZNF566,Gm26920
ARHGAP24,Arhgap24
CPZ,Cpz
BCL9,Bcl9
RTTN,Rttn
TIMM23B,Timm23
TIMM23,Timm23
ZBTB41,Zbtb41
GBP5,Gbp5
AC073111.4,AI854703
SFXN3,Sfxn3
FURIN,Furin
PSMA4,Psma4
SYCP3,Gm20894
RPS5,Rps5
CRHR2,Crhr2
ZNF655,Zfp655
CISH,Cish
ATRAID,Atraid
SPESP1,Spesp1
ABCA1,Abca1
ARID4B,Arid4b
SCAF4,Scaf4
HRH3,Hrh3
MGAT4B,Mgat4b
GBP3,Gbp7
SALL3,Sall3
LARP7,Larp7
EMX1,Emx1
TRIM32,Trim32
IPMK,Ipmk
MRPL46,Mrpl46
ABCB8,Abcb8
PKP3,Pkp3
UPK3B,Upk3b
PHF14,Phf14
ALPG,Alppl2
ALPP,Alppl2
ALPI,Alppl2
MRPS11,Mrps11
SLK,Slk
B4GALNT1,B4galnt1
TUFT1,Tuft1
TPTE,Tpte
TPTE2,Tpte
CUEDC2,Cuedc2
ARV1,Arv1
TPST2,Tpst2
LMNA,Lmna
BPIFB1,Bpifb1
TCEA3,Tcea3
PNLIPRP2,Pnliprp2
KAZALD1,Kazald1
SYDE1,Syde1
DYNC1LI2,Dync1li2
OSBPL2,Osbpl2
SLC26A10,Slc26a10
PAFAH1B2,Pafah1b2
MON2,Mon2
FAM89A,Fam89a
RIN3,Rin3
ARHGEF16,Arhgef16
REXO2,Rexo2
NPSR1,Npsr1
OR1I1,Olfr1357
LDLRAD1,Ldlrad1
LARS2,Lars2
ANGPTL3,Angptl3
DDX58,Ddx58
HAVCR1,Havcr1
SRBD1,Srbd1
SOD1,Sod1
LIPE,Lipe
ADAMDEC1,Adamdec1
COL9A2,Col9a2
FLOT1,Flot1
ARHGAP19-SLIT1,Arhgap19
ARHGAP19,Arhgap19
NCKAP1,Nckap1
PDZRN4,Pdzrn4
SCN9A,Scn9a
CD164,Cd164
FBXO41,Fbxo41
TRPM3,Trpm3
ECE1,Ece1
CDK5R1,Cdk5r1
TIFAB,Tifab
CD300LG,Cd300lg
MROH2B,Mroh2b
IQGAP2,Iqgap2
MAP1S,Map1s
TRIM24,Trim24
SLC12A8,Slc12a8
IL1RAPL1,Il1rapl1
JUP,Jup
CACFD1,Cacfd1
NEDD9,Nedd9
DYM,Dym
DNAJC13,Dnajc13
NR2F1,Nr2f1
DBI,Dbi
NDST4,Ndst4
SLC25A15,Slc25a15
AC025287.4,Cphx3
CPHXL,Cphx3
C1orf131,2810004N23Rik
ZSCAN25,Zscan25
EGR4,Egr4
CTR9,Ctr9
PLAC9,Plac9b
FANCC,Fancc
GNPAT,Gnpat
NPY4R2,Npy4r
NPY4R,Npy4r
CCSER2,Ccser2
ASIC4,Asic4
AC025287.4,Cphx2
CPHXL,Cphx2
ZNF324,Zfp324
ZNF324B,Zfp324
ELN,Eln
MVB12B,Mvb12b
RFTN1,Rftn1
TMEM254,Tmem254b
SKOR2,Skor2
ASPM,Aspm
BCL7A,Bcl7a
TRMT10C,Trmt10c
ADRM1,Adrm1
STK16,Stk16
UGT8,Ugt8a
PDE4B,Pde4b
PDE7A,Pde7a
C10orf82,1700019N19Rik
FBXO38,Fbxo38
FXYD6-FXYD2,Fxyd2
FXYD2,Fxyd2
MPRIP,Mprip
TBC1D31,Tbc1d31
DUX4,Duxbl2
POGZ,Pogz
F2RL2,F2rl2
RDH10,Rdh10
LRCH4,Lrch4
CYP4F2,Cyp4f15
FBXL22,Fbxl22
ZGLP1,Zglp1
ALPG,Alpi
ALPP,Alpi
ALPI,Alpi
NDUFA3,Ndufa3
SRSF12,Srsf12
RAVER1,Raver1
AC011511.4,Raver1
TMPPE,Tmppe
HERC1,Herc1
MRPS31,Mrps31
GLB1,Glb1
TRIM67,Trim67
SYCP3,Gm20911
AC093668.2,Upk3bl
UPK3BL1,Upk3bl
AC105052.1,Upk3bl
TNFRSF17,Tnfrsf17
TFPT,Tfpt
MYO1D,Myo1d
A4GNT,A4gnt
PODXL2,Podxl2
GIMAP8,Gimap8
PNRC1,Pnrc1
TUBA4A,Tuba4a
TYK2,Tyk2
SEC14L4,Sec14l4
ANGPT1,Angpt1
GNG5,Gng5
VPS13D,Vps13d
RFX6,Rfx6
QRICH1,Qrich1
